"cell_id","UMAP_1","UMAP_2","label1","label2","label3"
"16731",7.97557222164724,-0.450655314479047,"Neuron","DE/MEN","DE/MEN"
"16732",-5.63888538562205,5.75757378026468,"Non_Neuron","VAS","Peri/VEC"
"16733",-6.43033827029612,4.46242636128885,"Non_Neuron","VAS","Peri/VEC"
"16734",6.35857307232473,15.9349486200474,"Non_Neuron","OLG","OLG1"
"16735",-3.18161833964731,1.7879428236149,"Non_Neuron","OPC","OPC"
"16736",-3.29324544154551,8.6229893533848,"Non_Neuron","MLG","MLG"
"16737",4.25852786816213,2.36334675237162,"Neuron","DE/MEN","DE/MEN"
"16738",-6.17505586825754,5.74790543004496,"Non_Neuron","VAS","Peri/VEC"
"16739",7.70037900723074,-0.216479304585629,"Neuron","DE/MEN","DE/MEN"
"16740",-2.32572341643717,9.12634247228128,"Non_Neuron","MLG","MLG"
"16741",1.78132497585867,-3.37977844789999,"Neuron","TEPN","TEGLU L4"
"16742",6.19612561977957,15.8911635248326,"Non_Neuron","OLG","OLG1"
"16743",-6.15505254947092,5.85633295461161,"Non_Neuron","VAS","Peri/VEC"
"16744",8.04183446682546,-0.418261084113294,"Neuron","DE/MEN","DE/MEN"
"16745",6.54173862255667,14.7735611765049,"Non_Neuron","OLG","OLG1"
"16746",7.41279231823538,-0.014294627461606,"Neuron","DE/MEN","DE/MEN"
"16747",3.59455072201345,4.56160038396341,"Non_Neuron","AC","AC1"
"16748",-8.63769472323801,6.63461750432474,"Non_Neuron","VAS","Peri/VEC"
"16749",3.92834102429006,1.84456890508158,"Mix","Mix","Mix"
"16750",-7.04974544726755,5.98951452657206,"Non_Neuron","VAS","Peri/VEC"
"16751",8.02355348385427,-0.402218613181287,"Neuron","DE/MEN","DE/MEN"
"16752",4.18119394100759,2.11699217244608,"Neuron","DE/MEN","DE/MEN"
"16753",-1.66421664439585,7.39600628301126,"Non_Neuron","MLG","MLG"
"16754",-9.62305582248118,7.75233047887308,"Non_Neuron","VAS","Peri/VEC"
"16755",-10.1405538388386,7.97250431462747,"Non_Neuron","VAS","VLMC"
"16756",-5.13344324313547,4.74370258733255,"Mix","Mix","Mix"
"16757",-10.7234195538655,8.53249042912943,"Non_Neuron","VAS","VLMC"
"16758",-4.27582181178477,-3.54467875078695,"Mix","Mix","Mix"
"16759",-8.38445890628245,-10.0558732183315,"Neuron","TEPN","DGGRC"
"16760",7.91399633205984,-0.316798898730451,"Neuron","DE/MEN","DE/MEN"
"16761",3.57002984799001,0.906971868719882,"Mix","Mix","Mix"
"16762",-4.87496460162546,-7.85698825434225,"Neuron","TEPN","TEGLU Mix"
"16763",7.88272249020193,-0.2586463721134,"Neuron","DE/MEN","DE/MEN"
"16764",7.95118963039968,-0.349088701758557,"Neuron","DE/MEN","DE/MEN"
"16765",-2.26433850013163,8.56701343938333,"Non_Neuron","MLG","MLG"
"16766",3.96680223263357,2.6602687208317,"Neuron","DE/MEN","DE/MEN"
"16767",0.620582216154077,6.20618599339945,"Mix","Mix","Mix"
"16768",-5.63493622027781,-5.08884269312399,"Neuron","CHO/PEP","CHO/PEP"
"16769",-6.39602792941477,4.8905732004307,"Non_Neuron","VAS","Peri/VEC"
"16770",7.94581662930105,-0.249451014552289,"Neuron","DE/MEN","DE/MEN"
"16771",7.57093869961355,-0.0715049834586916,"Neuron","DE/MEN","DE/MEN"
"16772",-5.57850588046457,6.03240602895243,"Mix","Mix","Mix"
"16773",1.63884436405752,3.06326287671549,"Non_Neuron","AC","AC3"
"16774",4.26115285671804,2.99304479047281,"Neuron","DE/MEN","DE/MEN"
"16775",4.12047969616506,3.2494963972233,"Neuron","DE/MEN","DE/MEN"
"16776",7.38369237698171,-0.104417058978253,"Neuron","DE/MEN","DE/MEN"
"16777",-5.29057586871531,5.3082544176243,"Mix","Mix","Mix"
"16778",7.32471715725515,-0.14851510838049,"Neuron","DE/MEN","DE/MEN"
"16779",3.40673100269888,1.82945078298075,"Neuron","DE/MEN","DE/MEN"
"16780",4.26666986263845,1.25967794343454,"Neuron","DE/MEN","DE/MEN"
"16781",-5.83366478167917,5.92028778478128,"Non_Neuron","VAS","Peri/VEC"
"16782",3.27221118725393,2.04877441808206,"Neuron","DE/MEN","DE/MEN"
"16783",4.03374635494802,2.98341530248148,"Neuron","DE/MEN","DE/MEN"
"16784",5.93309175289724,15.0588404504917,"Non_Neuron","OLG","OLG1"
"16785",3.41208802975271,0.50799101277811,"Neuron","DE/MEN","DE/MEN"
"16786",4.04732047833059,2.35448425694925,"Neuron","DE/MEN","DE/MEN"
"16787",-3.53260648929026,8.15906780644876,"Non_Neuron","MLG","MLG"
"16788",7.88780748165701,-0.276293489489728,"Neuron","DE/MEN","DE/MEN"
"16789",4.50382005489919,2.55051296636087,"Neuron","DE/MEN","DE/MEN"
"16790",7.7762695483074,-0.23488122538107,"Neuron","DE/MEN","DE/MEN"
"16791",-3.30572713099863,1.97557586118204,"Non_Neuron","OPC","OPC"
"16792",3.51538335598562,1.0540630190037,"Neuron","DE/MEN","DE/MEN"
"16793",8.02048932827566,-0.388592559251958,"Neuron","DE/MEN","DE/MEN"
"16794",7.77460347927664,-0.179134610448056,"Neuron","DE/MEN","DE/MEN"
"16795",-5.88735902987864,5.71240013524515,"Non_Neuron","VAS","Peri/VEC"
"16796",-1.88170290671732,-3.54675704554098,"Neuron","TEPN","TEGLU Mix"
"16797",2.28545414723013,-3.29560214594381,"Neuron","TEPN","TEGLU L5/6"
"16798",-2.63333285533335,8.8377863733433,"Non_Neuron","MLG","MLG"
"16799",-3.27302849971201,8.27718037053568,"Non_Neuron","MLG","MLG"
"16800",-7.69386280261423,4.78083008214456,"Non_Neuron","VAS","Peri/VEC"
"16801",-6.27587593280222,6.05479448720438,"Non_Neuron","VAS","Peri/VEC"
"16802",3.97928535259817,3.24710696622354,"Neuron","DE/MEN","DE/MEN"
"16803",-3.7052830525532,-3.99513799265402,"Neuron","TEPN","TEGLU L6"
"16804",7.97306310452078,-0.311912763271504,"Neuron","DE/MEN","DE/MEN"
"16805",5.82737552441213,-0.644163187000924,"Neuron","DE/MEN","DE/MEN"
"16806",-0.631365402866861,-1.9916917713024,"Mix","Mix","Mix"
"16807",-2.97641504489329,-5.00987512186544,"Neuron","TEPN","TEGLU L4"
"16808",5.84771882809255,16.055182155814,"Non_Neuron","OLG","OLG1"
"16809",-5.99463690005686,5.90762155934793,"Non_Neuron","VAS","Peri/VEC"
"16810",-3.17305482112314,1.94532292767984,"Non_Neuron","OPC","OPC"
"16811",-4.32101858340647,-4.06166392878073,"Neuron","TEPN","MSN"
"16812",7.80944310940359,-0.19967729166525,"Neuron","DE/MEN","DE/MEN"
"16813",-4.95091093264963,5.69263237401468,"Mix","Mix","Mix"
"16814",3.6755820444927,1.67511289998514,"Neuron","DE/MEN","DE/MEN"
"16815",2.07550656117056,2.08226102277262,"Non_Neuron","AC","AC1"
"16816",6.92541515148733,15.2018210260533,"Non_Neuron","OLG","OLG1"
"16817",8.02538453854177,-0.421341973695928,"Neuron","DE/MEN","DE/MEN"
"16818",3.06298624790762,2.86282342359049,"Non_Neuron","AC","AC1"
"16819",4.15931903637502,2.64588206693155,"Neuron","DE/MEN","DE/MEN"
"16820",4.07959853924368,1.45785516187174,"Neuron","DE/MEN","DE/MEN"
"16821",4.23012458599661,2.74086492940409,"Neuron","DE/MEN","DE/MEN"
"16822",-7.46402586184885,6.21707981511576,"Non_Neuron","VAS","Peri/VEC"
"16823",-5.95980680667307,5.71809166356546,"Non_Neuron","VAS","Peri/VEC"
"16824",0.470098369489649,2.44411271497232,"Non_Neuron","AC","AC3"
"16825",4.22674047268484,2.88190096303446,"Neuron","DE/MEN","DE/MEN"
"16826",-0.980211562742254,0.745197948660678,"Non_Neuron","AC","AC3"
"16827",7.94669782436941,-0.285991940055066,"Neuron","DE/MEN","DE/MEN"
"16828",7.36325799740408,-0.0637669594623385,"Neuron","DE/MEN","DE/MEN"
"16829",3.79295408047293,0.992017444815463,"Neuron","DE/MEN","DE/MEN"
"16830",8.23802053249929,-0.576275234449678,"Neuron","DE/MEN","DE/MEN"
"16831",7.65394651211355,-0.206169518981153,"Neuron","DE/MEN","DE/MEN"
"16832",4.39019834316824,2.26825612470133,"Neuron","DE/MEN","DE/MEN"
"16833",4.5301176241741,1.72778457089884,"Neuron","DE/MEN","DE/MEN"
"16834",4.44272720135305,0.950710353102511,"Neuron","DE/MEN","DE/MEN"
"16835",7.80937063015554,-0.253883364949399,"Neuron","DE/MEN","DE/MEN"
"16836",8.15674936092947,-0.26978546694296,"Neuron","DE/MEN","DE/MEN"
"16837",-5.90311134539988,6.13504427358133,"Non_Neuron","VAS","Peri/VEC"
"16838",-5.68138588153269,5.91529959126932,"Non_Neuron","VAS","Peri/VEC"
"16839",-6.15411747180369,7.04428738042337,"Non_Neuron","VAS","VLMC"
"16840",-4.15573800288584,8.09663742467386,"Non_Neuron","MLG","MLG"
"16841",8.03280889309499,-0.393643933687383,"Neuron","DE/MEN","DE/MEN"
"16842",7.93405877865408,-0.35066366508978,"Neuron","DE/MEN","DE/MEN"
"16843",7.62157975948904,-0.178422632966214,"Neuron","DE/MEN","DE/MEN"
"16844",7.60927354611013,-0.128688934598142,"Neuron","DE/MEN","DE/MEN"
"16845",3.43782483852957,0.683580812659091,"Neuron","DE/MEN","DE/MEN"
"16846",4.6884142092571,0.922775921072787,"Neuron","DE/MEN","DE/MEN"
"16847",7.91564809597585,-0.303845527920896,"Neuron","DE/MEN","DE/MEN"
"16848",-1.63218820773508,7.25753801747782,"Non_Neuron","MLG","MLG"
"16849",-2.56123793803599,7.39555376454813,"Non_Neuron","MLG","MLG"
"16850",4.35092794216726,2.66232150479776,"Neuron","DE/MEN","DE/MEN"
"16851",4.32757388866995,2.54712956830484,"Neuron","DE/MEN","DE/MEN"
"16852",4.15557014263723,2.16955536290628,"Neuron","DE/MEN","DE/MEN"
"16853",0.877352350126245,3.21012991353495,"Non_Neuron","AC","AC2"
"16854",8.03833925045583,-0.239733132872754,"Neuron","DE/MEN","DE/MEN"
"16855",8.03984605587576,-0.426672730002576,"Neuron","DE/MEN","DE/MEN"
"16856",0.399325483213404,1.94272035047037,"Non_Neuron","AC","AC2"
"16857",-5.70878017627146,5.94459408208353,"Non_Neuron","VAS","Peri/VEC"
"16858",7.58265840328787,-0.171233388934308,"Neuron","DE/MEN","DE/MEN"
"16859",7.78329812801931,-0.664734016511613,"Neuron","DE/MEN","DE/MEN"
"16860",7.6455846957073,-0.28350240305441,"Neuron","DE/MEN","DE/MEN"
"16861",4.20260679043386,2.95834678098185,"Neuron","DE/MEN","DE/MEN"
"16862",3.87386285580251,3.2184311716221,"Non_Neuron","AC","AC2"
"16863",4.15367233074758,2.08308285161478,"Neuron","DE/MEN","DE/MEN"
"16864",1.36345958031271,2.17164367124063,"Non_Neuron","AC","AC1"
"16865",-3.46479929171946,-7.73184329584616,"Neuron","TEPN","TEGLU CA3"
"16866",-3.07273042880442,-6.01553136423605,"Neuron","TEPN","TEGLU Mix"
"16867",8.18564378536794,-0.630193922076398,"Neuron","DE/MEN","DE/MEN"
"16868",5.0245662859783,-12.6257432134487,"Mix","Mix","Mix"
"16869",3.02644049442861,3.04731362744791,"Non_Neuron","AC","AC1"
"16870",-1.00840682469752,-0.564356189560169,"Non_Neuron","AC","AC3"
"16871",-5.60744369708445,5.98752849980814,"Mix","Mix","Mix"
"16872",7.05646621502493,-0.00351298168676473,"Neuron","DE/MEN","DE/MEN"
"16873",7.81688176907156,-0.245859596285993,"Neuron","DE/MEN","DE/MEN"
"16874",6.78334771908376,14.7987858621739,"Mix","Mix","Mix"
"16875",8.0926004580364,-0.402938607487851,"Neuron","DE/MEN","DE/MEN"
"16876",-3.23810780726816,2.05126493855936,"Non_Neuron","OPC","OPC"
"16877",-3.55688250743296,1.60542076512796,"Non_Neuron","OPC","OPC"
"16878",4.17449342526052,2.72868722363932,"Neuron","DE/MEN","DE/MEN"
"16879",-12.0951789685383,-0.0445049436427889,"Non_Neuron","CHOR/EPEN","EPEN"
"16880",7.90261709011648,-0.412378254685575,"Neuron","DE/MEN","DE/MEN"
"16881",-7.52113760196116,-3.66757923677939,"Neuron","CHO/PEP","CHO/PEP"
"16882",2.78796946323965,3.61638229772074,"Neuron","DE/MEN","DE/MEN"
"16883",-5.08550537310984,-5.61283332422751,"Neuron","TEPN","TEGLU Mix"
"16884",-12.3570283719197,10.4869210092686,"Non_Neuron","VAS","VLMC"
"16885",3.57260524548147,3.9900695650242,"Non_Neuron","AC","AC1"
"16886",3.23806058682058,2.34169834538919,"Mix","Mix","Mix"
"16887",-11.5235818692341,8.97856586858255,"Non_Neuron","VAS","VLMC"
"16888",-10.9903596707478,8.63578670903665,"Non_Neuron","VAS","VLMC"
"16889",7.64124357021902,-0.0865866871215639,"Neuron","DE/MEN","DE/MEN"
"16890",7.33211147106741,0.0214586822651091,"Neuron","DE/MEN","DE/MEN"
"16891",-12.0841611691609,9.54085415288431,"Non_Neuron","VAS","VLMC"
"16892",-10.7171768017903,8.45949810430033,"Non_Neuron","VAS","VLMC"
"16893",-12.5113281079426,9.08411186620218,"Non_Neuron","VAS","VLMC"
"16894",-8.22227419101145,7.45468586369974,"Non_Neuron","VAS","Peri/VEC"
"16895",-12.1001600094929,9.19700210973246,"Non_Neuron","VAS","VLMC"
"16896",-12.1289466687336,9.54769295140726,"Non_Neuron","VAS","VLMC"
"16897",-12.02518499576,10.4879366724156,"Non_Neuron","VAS","VLMC"
"16898",-11.7531455823078,9.16476696416361,"Non_Neuron","VAS","VLMC"
"16899",-11.88220918857,10.4055363504551,"Non_Neuron","VAS","VLMC"
"16900",-12.8832897015705,9.8127562372349,"Non_Neuron","VAS","VLMC"
"16901",-12.0677131482258,10.4183184473179,"Non_Neuron","VAS","VLMC"
"16902",4.4090272120342,18.0106436578892,"Non_Neuron","OLG","OLG2"
"16903",2.76342570103262,1.3029072849415,"Neuron","DE/MEN","DE/MEN"
"16904",-10.3802312680378,11.0592982141636,"Non_Neuron","VAS","VLMC"
"16905",-1.80901182376291,-1.72921067789572,"Neuron","TEPN","TEGLU Mix"
"16906",-12.2970346280232,10.2869212000035,"Mix","Mix","Mix"
"16907",-12.3590949841633,10.5018069116734,"Non_Neuron","VAS","Peri/VEC"
"16908",-11.5774825879231,10.2336527673863,"Non_Neuron","VAS","VLMC"
"16909",-12.7667115994587,9.64574974462015,"Non_Neuron","VAS","VLMC"
"16910",-11.3628715344563,10.9239727823399,"Non_Neuron","VAS","VLMC"
"16911",-0.287736228932402,13.630057987418,"Non_Neuron","OLG","OLG2"
"16912",3.02259408749197,17.4258314935826,"Non_Neuron","OLG","OLG2"
"16913",-12.6321090527668,9.96177071019632,"Non_Neuron","VAS","VLMC"
"16914",7.77329980648611,-0.227083239112073,"Neuron","DE/MEN","DE/MEN"
"16915",-11.9773706265583,10.5786034433506,"Non_Neuron","VAS","VLMC"
"16916",-11.6462444134846,10.6822754709385,"Non_Neuron","VAS","VLMC"
"16917",-11.3561481305256,8.4955536691807,"Non_Neuron","VAS","VLMC"
"16918",-12.8301261731281,9.84327667638285,"Non_Neuron","VAS","VLMC"
"16919",-11.4709361859455,8.69253223821146,"Non_Neuron","VAS","VLMC"
"16920",-12.5564931698933,9.70399921819193,"Non_Neuron","VAS","VLMC"
"16921",-10.0436767407551,11.1059109537266,"Non_Neuron","VAS","VLMC"
"16922",-11.9538291760578,8.833990749564,"Non_Neuron","VAS","VLMC"
"16923",-12.8082526990071,9.19469421788675,"Non_Neuron","VAS","VLMC"
"16924",-10.5331176587239,10.6641384927891,"Non_Neuron","VAS","VLMC"
"16925",-12.7960933514729,9.59273498937113,"Non_Neuron","VAS","VLMC"
"16926",-12.0626958676472,9.73418587132914,"Non_Neuron","VAS","VLMC"
"16927",-13.6299356289997,9.67338531896097,"Non_Neuron","VAS","VLMC"
"16928",-11.445577032198,8.62259548589212,"Non_Neuron","VAS","VLMC"
"16929",-4.40792120181467,-4.80070382669943,"Neuron","TEPN","MSN"
"16930",-11.3281797238484,8.78224056645853,"Non_Neuron","VAS","VLMC"
"16931",-11.7663072415486,9.36983078404886,"Non_Neuron","VAS","VLMC"
"16932",-11.7497199841633,9.12045544072611,"Non_Neuron","VAS","VLMC"
"16933",-11.2303832837239,10.9053456155918,"Non_Neuron","VAS","VLMC"
"16934",-7.00806225024607,-3.64481550768393,"Neuron","CHO/PEP","CHO/PEP"
"16935",5.83231698788259,17.332546886649,"Non_Neuron","OLG","OLG2"
"16936",5.50559245861624,18.3685957758091,"Non_Neuron","OLG","OLG2"
"16937",-0.471202596355936,16.5352675287388,"Non_Neuron","OLG","OLG2"
"16938",-11.436953909029,8.92765587254984,"Non_Neuron","VAS","VLMC"
"16939",-10.9726070233479,8.57945602818949,"Non_Neuron","VAS","VLMC"
"16940",-12.6498483487263,8.47441929265482,"Non_Neuron","VAS","VLMC"
"16941",-12.4668754407063,8.98933285161478,"Non_Neuron","VAS","VLMC"
"16942",-11.7119716473713,10.2087733118199,"Non_Neuron","VAS","VLMC"
"16943",-12.8488878079548,9.49718349858744,"Non_Neuron","VAS","VLMC"
"16944",4.20460616863821,17.2042567102574,"Non_Neuron","OLG","OLG2"
"16945",-9.51257265292551,5.91156738683206,"Non_Neuron","VAS","VLMC"
"16946",-12.565956480135,0.614861425604648,"Non_Neuron","CHOR/EPEN","EPEN"
"16947",1.53683959759329,3.58251398488504,"Non_Neuron","AC","AC1"
"16948",-11.6546815701618,8.27649849339945,"Non_Neuron","VAS","Peri/VEC"
"16949",0.223954491983393,15.3125674097202,"Non_Neuron","OLG","OLG2"
"16950",2.90526949680898,17.3392779199742,"Non_Neuron","OLG","OLG2"
"16951",2.11121069706533,17.1274802057408,"Non_Neuron","OLG","OLG2"
"16952",-0.508483982910177,16.3883215753697,"Non_Neuron","OLG","OLG2"
"16953",2.88797151363943,17.6256987421177,"Non_Neuron","OLG","OLG2"
"16954",3.381291025053,16.9482008783482,"Non_Neuron","OLG","OLG2"
"16955",-0.0702579387321683,16.6966978876255,"Non_Neuron","OLG","OLG2"
"16956",0.740784519086817,15.826739010062,"Non_Neuron","OLG","OLG2"
"16957",0.102606528173426,17.0732638208531,"Non_Neuron","OLG","OLG1"
"16958",4.83342181957815,17.1307818262242,"Non_Neuron","OLG","OLG2"
"16959",3.28500067509268,17.8605162470005,"Non_Neuron","OLG","OLG2"
"16960",3.39638077534292,17.0867297022007,"Non_Neuron","OLG","OLG2"
"16961",2.98921214855764,17.2786490289829,"Non_Neuron","OLG","OLG2"
"16962",5.30860721386526,16.7289702264927,"Non_Neuron","OLG","OLG2"
"16963",3.39060293949697,16.4982687799595,"Non_Neuron","OLG","OLG2"
"16964",4.18781959332083,17.834551510062,"Non_Neuron","OLG","OLG2"
"16965",3.89434062756155,17.1533343164585,"Non_Neuron","OLG","OLG2"
"16966",-0.16882923923876,16.2465082971714,"Non_Neuron","OLG","OLG2"
"16967",-10.0490793057575,11.0376383630894,"Non_Neuron","VAS","VLMC"
"16968",-9.6683744259968,10.9600836603306,"Non_Neuron","VAS","VLMC"
"16969",5.03170167721365,18.0417830316685,"Non_Neuron","OLG","OLG2"
"16970",1.64877068317983,17.3618456689976,"Non_Neuron","OLG","OLG2"
"16971",5.03055440701101,17.4504649011753,"Non_Neuron","OLG","OLG2"
"16972",5.16526042736624,17.074562725272,"Non_Neuron","OLG","OLG2"
"16973",5.41539489544485,18.8107954828404,"Non_Neuron","OLG","OLG2"
"16974",5.06247722424124,17.9448477594517,"Non_Neuron","OLG","OLG2"
"16975",1.27910661018942,12.484589275565,"Mix","Mix","Mix"
"16976",-1.58856797896769,10.5742594568394,"Non_Neuron","MLG","MLG"
"16977",0.336886875997522,17.7432143060826,"Non_Neuron","OLG","OLG2"
"16978",0.745020859609583,16.3941466180943,"Non_Neuron","OLG","OLG2"
"16979",4.91396199978445,17.1351839868687,"Non_Neuron","OLG","OLG1"
"16980",2.74663507259939,17.1784617273472,"Non_Neuron","OLG","OLG2"
"16981",0.332106047044733,12.2857310144566,"Mix","Mix","Mix"
"16982",0.338355176816919,4.23955553456766,"Neuron","TEPN","TEGLU Mix"
"16983",1.10502337730978,10.854836162772,"Mix","Mix","Mix"
"16984",4.11134540356252,17.2184664575718,"Non_Neuron","OLG","OLG2"
"16985",2.43808805264089,17.1375738947056,"Non_Neuron","OLG","OLG2"
"16986",2.54986821926687,17.3672091333531,"Non_Neuron","OLG","OLG2"
"16987",-0.518805564646384,10.3301503030918,"Mix","Mix","Mix"
"16988",3.57538234509085,17.0682551233433,"Non_Neuron","OLG","OLG2"
"16989",1.33163892544363,6.76505106374247,"Mix","Mix","Mix"
"16990",-3.05985320292856,2.54770415708048,"Non_Neuron","OPC","OPC"
"16991",-2.53630150042917,2.17779057904703,"Non_Neuron","OPC","OPC"
"16992",-0.865324533809683,15.1763464777134,"Non_Neuron","OLG","OLG1"
"16993",4.5076943568096,17.5854536859654,"Non_Neuron","OLG","OLG2"
"16994",-0.999315000404379,15.9295203058384,"Non_Neuron","OLG","OLG2"
"16995",-4.28660190783884,-1.32888609484213,"Mix","Mix","Mix"
"16996",3.14998733318899,17.5487448541783,"Non_Neuron","OLG","OLG2"
"16997",3.71030341900442,12.4928395120762,"Non_Neuron","OLG","OLG1"
"16998",2.30801927364919,5.87464254781229,"Non_Neuron","AC","AC2"
"16999",-2.56478656016733,9.16155498906595,"Non_Neuron","MLG","MLG"
"17000",-0.675618804325125,-0.419621381316358,"Non_Neuron","AC","AC3"
"17001",-0.928495443691275,3.01729315206034,"Non_Neuron","AC","AC3"
"17002",-5.63992155276682,6.32192438527567,"Non_Neuron","VAS","Peri/VEC"
"17003",-2.52854276381876,8.17219608708841,"Non_Neuron","MLG","MLG"
"17004",-0.386200345386526,3.61907022878153,"Non_Neuron","AC","AC1"
"17005",-0.352822548975012,-0.443432326767617,"Non_Neuron","AC","AC3"
"17006",0.653595202337244,5.06397217198831,"Mix","Mix","Mix"
"17007",-4.98581112109568,4.34946983739359,"Non_Neuron","VAS","Peri/VEC"
"17008",-2.18199670993235,-1.98852962568777,"Neuron","TEPN","TEGLU L4"
"17009",10.9918705157146,-6.03917008951681,"Neuron","INH","INH_Pvalb"
"17010",-0.168507731784842,0.402319666590518,"Non_Neuron","AC","AC3"
"17011",-6.51605404101755,-11.1257508428432,"Mix","Mix","Mix"
"17012",-7.88162315570261,5.96325939580423,"Non_Neuron","VAS","Peri/VEC"
"17013",-1.72168458186533,7.91375893041117,"Non_Neuron","MLG","MLG"
"17014",-1.32313395224955,-1.02655515388029,"Neuron","TEPN","TEGLU Mix"
"17015",12.1720663241253,-5.67202884272116,"Neuron","INH","INH_Cnr1_Vip"
"17016",6.50519096172903,15.7139937250279,"Non_Neuron","OLG","OLG1"
"17017",-1.82644141398813,-13.7383101613857,"Neuron","TEPN","TEGLU CA3"
"17018",-3.00881517611887,-4.32403403833883,"Neuron","TEPN","TEGLU Mix"
"17019",-6.06624353610422,7.28771656438333,"Non_Neuron","VAS","Peri/VEC"
"17020",1.09890388763998,4.35483759328348,"Non_Neuron","AC","AC1"
"17021",1.43956779755209,4.5426146356724,"Non_Neuron","AC","AC3"
"17022",12.1817775896892,-5.55549985483664,"Neuron","INH","INH_Cnr1_Vip"
"17023",-3.07728136264231,-14.7720196874477,"Neuron","TEPN","TEGLU CA3"
"17024",-3.27393377505686,-13.9474185140468,"Neuron","TEPN","TEGLU CA3"
"17025",-1.8338435956135,-14.8166678579189,"Neuron","TEPN","TEGLU CA3"
"17026",-1.70635283671763,-13.3693545492031,"Neuron","TEPN","TEGLU CA3"
"17027",-2.05718959056284,-12.8234761388637,"Neuron","TEPN","TEGLU CA3"
"17028",-1.35168195449259,-12.3813927800991,"Neuron","TEPN","TEGLU CA3"
"17029",-1.34898812257197,-5.48621017054098,"Neuron","TEPN","TEGLU L5/6"
"17030",0.313299470315912,2.01461690350992,"Neuron","TEPN","TEGLU Mix"
"17031",-0.409772387970946,0.928139743056125,"Non_Neuron","AC","AC3"
"17032",-1.742612607111,-13.9639771612026,"Neuron","TEPN","TEGLU CA3"
"17033",-1.88201130114939,-14.7385714681484,"Neuron","TEPN","TEGLU CA3"
"17034",-1.06850743972208,-14.5313542516567,"Neuron","TEPN","TEGLU CA3"
"17035",2.10611974514578,3.76874655171854,"Non_Neuron","AC","AC1"
"17036",-1.4716849394932,-15.1329453618862,"Neuron","TEPN","TEGLU CA3"
"17037",-1.71741772376444,-14.0470822484829,"Neuron","TEPN","TEGLU L4"
"17038",-1.5268265076771,-14.6643021734096,"Neuron","TEPN","TEGLU CA3"
"17039",-3.26895416461374,-8.57003051355856,"Neuron","TEPN","DGGRC"
"17040",-1.41371638261225,-14.4035018117763,"Neuron","TEPN","TEGLU CA3"
"17041",-1.30431378566172,-14.6246255071499,"Neuron","TEPN","TEGLU CA3"
"17042",1.15915297783468,3.56707161351664,"Non_Neuron","AC","AC2"
"17043",-0.739578194250128,-14.5538113744594,"Neuron","TEPN","TEGLU CA3"
"17044",-4.1485625573292,-6.84298545435446,"Neuron","TEPN","TEGLU Mix"
"17045",-1.4079784818783,-14.6373541982509,"Neuron","TEPN","TEGLU CA3"
"17046",-0.710568524230978,-1.09704095438498,"Neuron","TEPN","TEGLU Mix"
"17047",-0.122554159988424,-2.65799814775961,"Non_Neuron","AC","AC3"
"17048",-2.42229474269297,-13.4115460546352,"Neuron","TEPN","TEGLU CA3"
"17049",-0.172856605876944,-0.671302999708825,"Neuron","TEPN","TEGLU L4"
"17050",0.612724058996179,3.59875315114481,"Non_Neuron","AC","AC1"
"17051",-0.86078617655184,-14.9381983907558,"Neuron","TEPN","TEGLU CA3"
"17052",-2.00330675326731,-14.8972809942104,"Neuron","TEPN","TEGLU CA3"
"17053",-1.67811132155802,-12.7074597509243,"Neuron","TEPN","TEGLU CA3"
"17054",-1.42360169373896,-12.8259337575771,"Mix","Mix","Mix"
"17055",-1.69131243907358,-4.48091346338766,"Neuron","TEPN","TEGLU CA3"
"17056",2.2022789648876,-12.4430773885586,"Neuron","TEPN","TEGLU CA3"
"17057",-3.56492937289622,-9.82655364588278,"Neuron","TEPN","TEGLU CA3"
"17058",-1.37537861548807,7.72313183232767,"Non_Neuron","MLG","MLG"
"17059",-1.21724522792246,-13.7394793660976,"Neuron","TEPN","TEGLU CA3"
"17060",-1.18239087544825,1.6414014665745,"Neuron","TEPN","TEGLU Mix"
"17061",-1.37244815312769,-12.7083991201259,"Mix","Mix","Mix"
"17062",-2.04245961390879,-13.7581914098598,"Neuron","TEPN","TEGLU CA3"
"17063",-8.6405652829304,4.41078728124124,"Non_Neuron","VAS","Peri/VEC"
"17064",-1.99202907763865,-13.5699828298427,"Neuron","TEPN","TEGLU CA3"
"17065",-7.3866361447468,5.23609798833353,"Non_Neuron","VAS","Peri/VEC"
"17066",-1.35195309602167,-13.7311394842007,"Neuron","TEPN","TEGLU CA3"
"17067",-7.92845190249827,5.74960392400247,"Non_Neuron","VAS","Peri/VEC"
"17068",-7.94540823184397,3.73769443913919,"Non_Neuron","VAS","Peri/VEC"
"17069",-0.979141748775503,-11.9470370443203,"Neuron","TEPN","TEGLU CA3"
"17070",-2.63297641955759,1.99893992825968,"Non_Neuron","OPC","OPC"
"17071",-1.80886376582529,-13.6877892644741,"Neuron","TEPN","TEGLU CA3"
"17072",-2.87851536952402,-11.3465808065273,"Neuron","TEPN","TEGLU CA3"
"17073",-1.71222639762308,-13.7296403081753,"Neuron","TEPN","TEGLU CA3"
"17074",-1.35860408030894,-14.5169432790615,"Neuron","TEPN","TEGLU L4"
"17075",3.09922229565237,3.063562807288,"Non_Neuron","AC","AC1"
"17076",-1.09057886086847,-15.1286900670864,"Neuron","TEPN","TEGLU CA3"
